"A","278-B1","","","","","","","","","","","3091","","It is required that separate transaction sets be used for different patients."
"C","278-B1","7","2100","N4","03","","","","","2","2100","3693","D","Required when the address is in the United States of America, including its territories, or Canada, or when a postal code exists for the country in N404. If not required by this implementation guide, do not send."
"C","278-B1","7","2100","N4","03","","","","","2","2100","","F","Service Provider Postal Zone or ZIP Code"
"C","278-B1","7","2100","N4","04","","","","","2","2100","3202","D","Required when the address is outside the United States of America. If not required by this implementation guide, do not send."
"C","278-B1","7","2100","N4","04","","","","","2","2100","3694","","Use the alpha-2 country codes from Part 1 of ISO 3166."
"C","278-B1","7","2100","N4","04","","","","","2","2100","","F","Country Code"
"C","278-B1","7","2100","N4","07","","","","","2","2100","3695","D","Required when the address is not in the United States of America, including its territories, or Canada, and the country in N404 has administrative subdivisions such as but not limited to states, provinces, cantons, etc. If not required by this implementation guide, do not send."
"C","278-B1","7","2100","N4","07","","","","","2","2100","3696","","Use the country subdivision codes from Part 2 of ISO 3166."
"C","278-B1","7","2100","N4","07","","","","","2","2100","","F","Country Subdivision Code"
"B","278-B1","7","2200","","","","","","","2","2200","3114","E","PER*IC*M TUCKER*TE*8189993456*FX*8185551212~"
"B","278-B1","7","2200","","","","","","","2","2200","3151","A","Service Provider Contact Information"
"B","278-B1","7","2200","","","","","","","2","2200","3275","","When the communication number represents a telephone number in the United States and other countries using the North American Dialing Plan (for voice, data, fax, etc.), the communication number should always include the area code and telephone number using the format AAABBBCCCC. Where AAA is the area code, BBB is the telephone number prefix, and CCCC is the telephone number (e.g. (534)224-2525 would be represented as 5342242525). The extension, when applicable, should be included in the communication number immediately after the telephone number."
"B","278-B1","7","2200","","","","","","","2","2200","3503","","Required when needed to identify a contact name and/or communications number for the provider. If not required by this implementation guide, may be provided at the sender's discretion but cannot be required by the receiver."
"C","278-B1","7","2200","PER","01","","","","","2","2200","","F","Contact Function Code"
"C","278-B1","7","2200","PER","02","","","","","2","2200","3504","D","Required when the Information Source needs to indicate a particular contact and the name of the individual to contact is not already defined or is different than the name within the prior name segment (e.g. N1 or NM1). If not required by this implementation guide, do not send."
"C","278-B1","7","2200","PER","02","","","","","2","2200","","F","Service Provider Contact Name"
"C","278-B1","7","2200","PER","03","","","","","2","2200","3505","D","Required when the Information Source needs to indicate a particular contact telephone number versus the PER02. If not required by this implementation guide, do not send."
"C","278-B1","7","2200","PER","03","","","","","2","2200","","F","Communication Number Qualifier"
"C","278-B1","7","2200","PER","04","","","","","2","2200","3689","D","Required when PER02 is not valued or when the information source needs to transmit a contact communication number. If not required by this implementation guide, do not send."
"C","278-B1","7","2200","PER","04","","","","","2","2200","","F","Service Provider Contact Communication Number"
"C","278-B1","7","2200","PER","05","","","","","2","2200","3506","D","Required when a telephone extension or multiple communication types are available. If not required by this implementation guide, do not send."
"C","278-B1","7","2200","PER","05","","","","","2","2200","","F","Communication Number Qualifier"
"E","278-B1","7","2200","PER","05","","","365","EX","2","2200","3233","","When used, the value following this code is the extension for the preceding communications contact number."
"C","278-B1","7","2200","PER","06","","","","","2","2200","3506","D","Required when a telephone extension or multiple communication types are available. If not required by this implementation guide, do not send."
"C","278-B1","7","2200","PER","06","","","","","2","2200","","F","Service Provider Contact Communication Number"
"C","278-B1","7","2200","PER","07","","","","","2","2200","3506","D","Required when a telephone extension or multiple communication types are available. If not required by this implementation guide, do not send."
"C","278-B1","7","2200","PER","07","","","","","2","2200","","F","Communication Number Qualifier"
"E","278-B1","7","2200","PER","07","","","365","EX","2","2200","3233","","When used, the value following this code is the extension for the preceding communications contact number."
"C","278-B1","7","2200","PER","08","","","","","2","2200","3506","D","Required when a telephone extension or multiple communication types are available. If not required by this implementation guide, do not send."
"C","278-B1","7","2200","PER","08","","","","","2","2200","","F","Service Provider Contact Communication Number"
"B","278-B1","7","2300","","","","","","","2","2300","3367","A","Service Provider Request Validation"
"B","278-B1","7","2300","","","","","","","2","2300","3368","E","AAA*N**43~"
"B","278-B1","7","2300","","","","","","","2","2300","3508","","Required when this is a notification of a health care services review that was rejected due to invalid or missing service provider information. If not required by this implementation guide, do not send."
"C","278-B1","7","2300","AAA","01","","","","","2","2300","","F","Valid Request Indicator"
"C","278-B1","7","2300","AAA","03","","","","","2","2300","3631","D","Required when AAA01 = ""N"". If not required by this implementation guide, do not send."
"C","278-B1","7","2300","AAA","03","","","","","2","2300","","F","Reject Reason Code"
"E","278-B1","7","2300","AAA","03","","","901","15","2","2300","3369","","Use when data is missing that is not covered by another reject reason code. Use to indicate when there is not enough information to identify the service provider."
"E","278-B1","7","2300","AAA","03","","","901","33","2","2300","3370","","Use for input errors not covered by another reject reason code."
"B","278-B1","7","2400","","","","","","","2","2400","3150","A","Service Provider Information"
"B","278-B1","7","2400","","","","","","","2","2400","3434","E","PRV*PE*PXC*203BS0133X~"
"B","278-B1","7","2400","","","","","","","2","2400","3690","","Required when request is for services of a specialist or specialty entity to indicate the provider's specialty. If not required by this implementation guide, may be provided a the sender's discretion but cannot be required by the receiver."
"C","278-B1","7","2400","PRV","01","","","","","2","2400","","F","Provider Code"
"E","278-B1","7","2400","PRV","01","","","1221","AS","2","2400","3513","","Use only when NM101 = DD."
"E","278-B1","7","2400","PRV","01","","","1221","OP","2","2400","3515","","Use only when NM101 = 72."
"E","278-B1","7","2400","PRV","01","","","1221","OR","2","2400","3516","","Use only when NM101 = DK."
"E","278-B1","7","2400","PRV","01","","","1221","OT","2","2400","3517","","Use only when NM101 = 73."
"E","278-B1","7","2400","PRV","01","","","1221","PC","2","2400","3518","","Use only when NM101 = P3."
"E","278-B1","7","2400","PRV","01","","","1221","PE","2","2400","3519","","Use only when NM101 = SJ."
"C","278-B1","7","2400","PRV","02","","","","","2","2400","","F","Reference Identification Qualifier"
"C","278-B1","7","2400","PRV","03","","","","","2","2400","","F","Provider Taxonomy Code"
"B","278-B1","7","2800","","","","","","","2","2800","3117","E","SE*24*0001~"
"B","278-B1","7","2800","","","","","","","2","2800","","A","Transaction Set Trailer"
